"TOA5","6550","CR6","6550","CR6.Std.13.01","CPU:LabFisAtm2025_v1.CR6","55291","Slow"
"TIMESTAMP","RECORD","AirTC1","RH1","AirTC2","RH2","BP_mbar"
"TS","RN","Deg C","%","Deg C","%","hPa"
"","","Smp","Smp","Smp","Smp","Smp"
"2025-03-27 20:10:54",257,21.76653,42.51652,21.69875,42.50596,1011.327
"2025-03-27 20:10:55",258,21.82405,42.54324,21.68435,42.47688,1011.362
"2025-03-27 20:10:56",259,21.82788,42.48492,21.71186,42.5357,1011.337
"2025-03-27 20:10:57",260,21.86407,42.53595,21.71756,42.49873,1011.332
"2025-03-27 20:10:58",261,21.80879,42.52222,21.71595,42.51077,1011.343
"2025-03-27 20:10:59",262,21.83845,42.5562,21.72066,42.48495,1011.35
"2025-03-27 20:11:00",263,21.82769,42.49257,21.67123,42.48474,1011.345
"2025-03-27 20:11:01",264,21.84249,42.56821,21.67817,42.51668,1011.332
"2025-03-27 20:11:02",265,21.85258,42.54227,21.68195,42.50309,1011.336
"2025-03-27 20:11:03",266,21.78576,42.53169,21.70363,42.49766,1011.347
"2025-03-27 20:11:04",267,21.80496,42.58169,21.6812,42.49922,1011.358
"2025-03-27 20:11:05",268,21.83427,42.52004,21.71166,42.41215,1011.36
"2025-03-27 20:11:06",269,21.80149,42.56962,21.7399,42.52141,1011.363
"2025-03-27 20:11:07",270,21.81598,42.5517,21.72146,42.52745,1011.369
"2025-03-27 20:11:08",271,21.82252,42.58635,21.7183,42.50404,1011.373
"2025-03-27 20:11:09",272,21.80771,42.57865,21.67421,42.4751,1011.359
"2025-03-27 20:11:10",273,21.80317,42.61656,21.70498,42.50909,1011.354
"2025-03-27 20:11:11",274,21.83,42.6088,21.72048,42.47977,1011.358
"2025-03-27 20:11:12",275,21.79806,42.52213,21.69948,42.50383,1011.369
"2025-03-27 20:11:13",276,21.80632,42.6049,21.66756,42.49918,1011.372
"2025-03-27 20:11:14",277,21.81429,42.52125,21.64589,42.47355,1011.373
"2025-03-27 20:11:15",278,21.82793,42.56607,21.71422,42.48731,1011.38
"2025-03-27 20:11:16",279,21.82756,42.59741,21.7372,42.49677,1011.378
"2025-03-27 20:11:17",280,21.86022,42.58044,21.70005,42.47149,1011.365
"2025-03-27 20:11:18",281,21.83844,42.57601,21.74516,42.52825,1011.363
"2025-03-27 20:11:19",282,21.81498,42.62781,21.70215,42.46983,1011.366
"2025-03-27 20:11:20",283,21.75594,42.56666,21.65548,42.49313,1011.39
"2025-03-27 20:11:21",284,21.75687,42.49934,21.66462,42.49223,1011.386
"2025-03-27 20:11:22",285,21.80376,42.5493,21.69029,42.48404,1011.389
"2025-03-27 20:11:23",286,21.80417,42.54014,21.79438,42.5388,1011.398
"2025-03-27 20:11:24",287,21.7626,42.52402,21.72065,42.50493,1011.444
"2025-03-27 20:11:25",288,21.78312,42.53649,21.73087,42.5394,1011.38
"2025-03-27 20:11:26",289,21.84816,42.52979,21.74053,42.52257,1011.374
"2025-03-27 20:11:27",290,21.86227,42.52013,21.76005,42.56106,1011.375
"2025-03-27 20:11:28",291,21.85387,42.48841,21.74103,42.54594,1011.393
"2025-03-27 20:11:29",292,21.84178,42.45961,21.74649,42.54491,1011.386
"2025-03-27 20:11:30",293,21.75978,42.43056,21.70727,42.55707,1011.373
"2025-03-27 20:11:31",294,21.86325,42.43705,21.7128,42.55339,1011.385
"2025-03-27 20:11:32",295,21.79715,42.48508,21.71931,42.52552,1011.424
"2025-03-27 20:11:33",296,21.80807,42.47892,21.75492,42.56762,1011.369
"2025-03-27 20:11:34",297,21.79648,42.46399,21.74331,42.52472,1011.365
"2025-03-27 20:11:35",298,21.84286,42.4897,21.6946,42.58865,1011.365
"2025-03-27 20:11:36",299,21.75131,42.56003,21.7102,42.53818,1011.38
"2025-03-27 20:11:37",300,21.79393,42.71424,21.76296,42.53381,1011.385
"2025-03-27 20:11:38",301,21.77382,42.66574,21.70314,42.55302,1011.366
"2025-03-27 20:11:39",302,21.73491,42.5063,21.67875,42.51721,1011.385
"2025-03-27 20:11:40",303,21.71912,42.56657,21.65138,42.46935,1011.422
"2025-03-27 20:11:41",304,21.73851,42.52491,21.68022,42.49623,1011.37
"2025-03-27 20:11:42",305,21.75147,42.53219,21.70854,42.46657,1011.37
"2025-03-27 20:11:43",306,21.77488,42.52084,21.67434,42.4776,1011.372
"2025-03-27 20:11:44",307,21.95345,42.52568,21.68962,42.4706,1011.385
"2025-03-27 20:11:45",308,21.85383,42.49284,21.69097,42.48294,1011.385
"2025-03-27 20:11:46",309,21.87788,42.54293,21.6987,42.48759,1011.373
"2025-03-27 20:11:47",310,21.91926,42.52274,21.69352,42.50838,1011.383
"2025-03-27 20:11:48",311,21.82195,42.51133,21.68148,42.43246,1011.421
"2025-03-27 20:11:49",312,21.85718,42.58057,21.70379,42.4136,1011.373
"2025-03-27 20:11:50",313,21.82228,42.49545,21.66771,42.46089,1011.368
"2025-03-27 20:11:51",314,21.81852,42.51114,21.68522,42.46997,1011.377
"2025-03-27 20:11:52",315,21.76918,42.5615,21.71157,42.46854,1011.375
"2025-03-27 20:11:53",316,21.84999,42.55111,21.69155,42.46153,1011.379
"2025-03-27 20:11:54",317,21.78588,42.50292,21.67091,42.4583,1011.372
"2025-03-27 20:11:55",318,21.856,42.54799,21.62591,42.42227,1011.378
