Mean [C],Std. Dev. [C],Maximum [C],Minimum [C]
25.56,0.79,27.67,24.81
25.57,0.81,27.62,24.79
25.51,0.72,27.25,24.81
25.47,0.69,27.22,24.79
25.47,0.63,27.04,24.85
25.43,0.56,26.86,24.81
25.42,0.57,26.99,24.81
25.41,0.52,26.78,24.85
25.4,0.48,26.68,24.85
25.43,0.49,26.68,24.78
25.44,0.52,26.79,24.87
25.45,0.52,26.78,24.85
25.45,0.49,26.7,24.88
25.47,0.49,26.65,24.89
25.54,0.6,27.06,24.89
25.59,0.65,27.1,24.89
25.54,0.67,27.05,24.85
25.49,0.59,26.84,24.79
25.49,0.6,26.93,24.84
25.53,0.67,27.27,24.84
25.5,0.66,27.81,24.82
25.69,0.88,27.86,24.84
25.67,0.84,27.88,24.86
25.77,0.97,28.42,24.86
25.82,0.98,28.15,24.86
25.76,0.95,28.17,24.82
25.8,1.01,28.37,24.76
25.83,1.1,28.73,24.84
25.82,1.12,28.69,24.75
25.81,1.14,29.25,24.83
25.8,1.15,29.22,24.74
25.81,1.17,29.0,24.8
25.84,1.19,29.82,24.81
25.94,1.34,30.31,24.8
25.93,1.39,30.63,24.8
25.93,1.45,30.41,24.79
25.82,1.37,30.18,24.76
25.75,1.29,29.87,24.74
25.77,1.27,29.67,24.73
25.76,1.22,29.5,24.72
25.75,1.12,29.25,24.82
25.71,1.08,29.36,24.82
25.76,1.12,29.46,24.82
25.74,1.06,29.21,24.79
25.75,1.06,29.32,24.85
25.78,1.03,29.0,24.88
25.74,1.02,28.9,24.85
25.84,1.16,30.17,24.82
25.82,1.25,30.14,24.79
25.89,1.36,30.28,24.78
25.92,1.4,30.81,24.79
25.94,1.41,30.18,24.82
25.89,1.33,29.9,24.83
25.89,1.28,29.92,24.86
25.83,1.21,29.5,24.87
25.87,1.2,29.51,24.87
25.82,1.1,29.19,24.93
25.8,1.06,29.1,24.97
25.76,1.02,28.82,24.89
25.75,1.02,28.61,24.84
25.61,0.94,28.12,24.79
25.61,0.92,28.03,24.79
25.57,0.84,27.97,24.77
25.59,0.83,27.92,24.8
25.69,0.84,27.92,24.82
25.76,0.86,28.03,24.87
25.69,0.77,27.55,24.86
25.62,0.68,27.21,24.89
25.59,0.63,27.18,24.89
25.58,0.6,26.96,24.88
25.52,0.51,26.78,24.86
25.56,0.46,26.72,24.89
25.61,0.51,27.31,24.91
25.67,0.59,27.64,24.91
25.77,0.7,27.85,24.89
25.89,0.78,28.39,24.92
25.87,0.77,28.24,24.93
25.79,0.71,27.87,24.86
25.79,0.71,27.77,24.91
25.78,0.72,27.87,24.9
25.82,0.8,28.31,24.85
25.9,0.87,28.47,24.94
26.03,0.97,28.74,24.89
26.16,1.03,28.92,24.97
26.27,1.06,29.12,24.98
26.46,1.21,29.73,25.03
26.52,1.29,30.19,25.02
26.6,1.35,30.02,25.03
26.62,1.36,30.33,25.03
26.73,1.56,31.35,25.04
26.69,1.51,30.81,25.04
26.58,1.35,30.08,25.04
26.6,1.34,30.4,25.04
26.66,1.35,30.15,25.05
26.73,1.34,29.86,25.06
26.72,1.32,29.78,25.05
26.68,1.31,29.93,25.07
26.68,1.37,30.56,25.01
26.59,1.36,30.48,24.99
26.6,1.46,31.1,24.9
26.6,1.5,31.38,24.93
26.68,1.66,32.04,24.95
26.76,1.82,32.42,24.85
26.74,1.82,32.26,24.91
26.69,1.73,31.87,24.9
26.65,1.73,31.63,24.93
26.64,1.74,31.61,24.93
26.67,1.84,31.74,24.92
26.53,1.64,30.81,24.95
26.4,1.5,30.31,25.0
26.29,1.33,29.75,25.0
26.19,1.2,29.24,25.06
26.05,1.09,28.71,24.98
25.98,1.0,28.39,24.99
25.91,0.93,28.19,24.98
25.85,0.85,27.76,24.98
25.66,0.63,27.09,24.96
25.5,0.46,26.57,24.92
25.41,0.35,26.46,24.95
25.29,0.27,26.29,24.93
25.22,0.21,26.11,24.82
25.13,0.18,25.88,24.64
25.06,0.19,25.73,24.45
24.98,0.21,25.52,24.3
24.94,0.24,25.4,24.2
24.91,0.25,25.34,24.13
24.87,0.27,25.38,24.05
24.85,0.29,25.46,24.02
24.82,0.3,25.49,23.99
24.79,0.32,25.44,23.99
24.76,0.32,25.35,23.92
24.75,0.32,25.35,23.92
24.73,0.33,25.3,23.91
24.74,0.33,25.31,23.92
24.74,0.33,25.31,23.92
24.94,0.35,25.49,24.11
25.02,0.35,25.55,24.2
25.05,0.34,25.58,24.21
25.05,0.34,25.58,24.24
25.05,0.34,25.52,24.24
25.05,0.34,25.52,24.26
25.04,0.33,25.51,24.27
25.07,0.33,25.53,24.29
25.07,0.33,25.52,24.3
25.07,0.33,25.52,24.3
25.05,0.32,25.52,24.3
25.05,0.32,25.51,24.29
25.05,0.32,25.52,24.3
25.01,0.31,25.47,24.27
25.02,0.31,25.46,24.31
25.02,0.3,25.46,24.3
24.98,0.3,25.4,24.29
24.99,0.3,25.4,24.29
24.98,0.3,25.44,24.3
24.99,0.3,25.46,24.35
25.0,0.31,25.57,24.34
24.99,0.31,25.59,24.33
25.0,0.31,25.62,24.36
25.05,0.31,25.68,24.41
25.04,0.31,25.64,24.39
25.06,0.3,25.62,24.39
25.06,0.31,25.66,24.41
25.07,0.31,25.64,24.41
25.09,0.3,25.68,24.45
25.1,0.3,25.62,24.47
25.14,0.29,25.64,24.52
25.12,0.28,25.6,24.52
25.12,0.28,25.61,24.51
25.1,0.28,25.63,24.49
25.1,0.28,25.58,24.5
25.07,0.27,25.55,24.47
25.07,0.27,25.57,24.49
25.07,0.27,25.55,24.5
25.13,0.26,25.58,24.56
25.17,0.26,25.6,24.6
25.17,0.26,25.59,24.61
25.13,0.25,25.56,24.57
25.11,0.24,25.47,24.55
25.08,0.24,25.43,24.53
25.07,0.24,25.41,24.52
25.06,0.23,25.42,24.54
25.06,0.23,25.41,24.53
25.07,0.23,25.42,24.58
25.15,0.23,25.52,24.63
25.15,0.22,25.51,24.64
25.15,0.22,25.51,24.65
25.22,0.22,25.55,24.73
25.18,0.22,25.52,24.69
25.17,0.21,25.53,24.68
25.16,0.21,25.49,24.67
25.17,0.21,25.52,24.69
25.16,0.21,25.49,24.7
25.18,0.2,25.5,24.7
25.21,0.2,25.52,24.73
25.2,0.2,25.53,24.73
25.21,0.2,25.54,24.72
25.19,0.2,25.55,24.7
25.14,0.2,25.49,24.67
25.12,0.2,25.46,24.64
25.13,0.19,25.47,24.64
25.11,0.2,25.46,24.64
25.1,0.19,25.42,24.66
25.11,0.18,25.4,24.67
25.13,0.18,25.4,24.7
25.13,0.18,25.43,24.68
25.16,0.18,25.44,24.73
25.15,0.17,25.52,24.71
25.13,0.17,25.41,24.71
25.12,0.17,25.41,24.69
25.15,0.16,25.41,24.74
25.15,0.17,25.42,24.74
25.1,0.17,25.42,24.7
25.11,0.16,25.41,24.7
25.1,0.17,25.49,24.7
25.1,0.17,25.47,24.7
25.1,0.17,25.49,24.7
25.13,0.17,25.46,24.74
25.12,0.16,25.44,24.72
25.13,0.16,25.42,24.75
25.13,0.16,25.43,24.73
25.12,0.17,25.47,24.72
25.14,0.16,25.45,24.76
25.13,0.16,25.43,24.75
25.12,0.15,25.4,24.75
25.11,0.15,25.37,24.75
25.12,0.14,25.37,24.75
25.13,0.14,25.4,24.77
25.14,0.14,25.37,24.78
25.18,0.14,25.43,24.83
25.17,0.14,25.43,24.83
25.24,0.13,25.51,24.9
25.21,0.14,25.45,24.87
25.22,0.13,25.45,24.88
25.17,0.13,25.43,24.83
25.14,0.13,25.38,24.81
25.16,0.13,25.4,24.82
25.16,0.13,25.4,24.82
25.18,0.13,25.42,24.85
25.18,0.13,25.43,24.85
25.19,0.12,25.45,24.84
25.16,0.13,25.51,24.8
25.19,0.13,25.57,24.85
25.27,0.15,25.75,24.86
25.34,0.21,25.97,24.86
25.42,0.32,26.51,24.89
25.5,0.38,26.83,24.92
25.55,0.44,27.11,24.94
25.59,0.43,27.12,24.99
25.61,0.41,27.09,25.01
25.63,0.38,27.03,25.1
25.68,0.35,27.0,25.13
25.76,0.37,26.97,25.23
25.88,0.39,27.12,25.32
25.97,0.46,27.4,25.3
26.04,0.55,27.45,25.33
25.99,0.5,27.12,25.32
25.88,0.45,26.92,25.28
25.83,0.42,26.93,25.22
25.85,0.43,27.02,25.3
25.91,0.51,27.24,25.29
25.86,0.53,27.35,25.21
25.87,0.56,27.25,25.19
25.9,0.6,27.43,25.16
25.94,0.55,27.49,25.2
26.01,0.57,27.9,25.26
26.14,0.7,28.76,25.28
26.24,0.9,30.02,25.29
26.32,1.09,31.04,25.3
26.38,1.13,30.69,25.18
26.21,0.94,29.59,25.28
26.03,0.73,28.59,25.25
25.89,0.56,27.8,25.25
25.78,0.45,27.34,25.18
25.59,0.28,26.5,25.16
25.49,0.24,26.31,25.1
25.47,0.23,26.06,25.07
25.43,0.2,26.07,25.07
25.41,0.2,26.0,25.05
25.37,0.17,25.92,25.03
25.34,0.15,25.9,25.01
25.31,0.15,25.85,25.02
25.29,0.13,25.73,25.02
25.27,0.12,25.68,25.03
25.25,0.12,25.68,24.99
25.2,0.12,25.6,24.93
25.18,0.11,25.52,24.92
25.16,0.1,25.51,24.9
25.19,0.11,25.55,24.92
25.19,0.11,25.65,24.9
25.19,0.12,25.67,24.91
25.25,0.12,25.71,24.98
25.24,0.12,25.7,24.95
25.18,0.12,25.66,24.9
25.18,0.13,25.69,24.89
25.12,0.12,25.61,24.84
25.11,0.11,25.53,24.83
25.11,0.12,25.52,24.83
25.07,0.12,25.46,24.79
25.04,0.12,25.43,24.76
25.01,0.12,25.39,24.72
25.0,0.11,25.38,24.71
24.97,0.11,25.26,24.7
24.97,0.11,25.28,24.69
24.96,0.11,25.31,24.67
25.04,0.11,25.36,24.76
25.04,0.11,25.36,24.73
25.04,0.11,25.31,24.76
25.07,0.11,25.36,24.79
25.09,0.11,25.35,24.81
25.11,0.11,25.4,24.82
25.13,0.11,25.42,24.83
25.16,0.11,25.39,24.88
25.18,0.11,25.45,24.88
25.19,0.11,25.43,24.89
25.2,0.12,25.46,24.89
25.26,0.12,25.54,24.95
25.28,0.13,25.66,24.96
25.31,0.13,25.68,24.98
25.34,0.13,25.74,25.01
25.32,0.13,25.73,24.99
25.3,0.13,25.69,24.96
25.3,0.14,25.7,24.98
25.28,0.14,25.7,24.94
25.28,0.14,25.66,24.95
25.31,0.14,25.68,24.98
25.3,0.14,25.64,24.99
25.31,0.17,26.2,24.97
25.38,0.21,26.08,25.01
25.34,0.2,25.98,24.98
25.34,0.19,26.02,25.01
25.31,0.18,25.92,24.95
25.32,0.19,25.88,24.96
25.31,0.21,26.08,24.95
25.28,0.23,26.13,24.91
25.29,0.23,26.11,24.93
25.32,0.25,26.23,24.91
25.38,0.24,26.24,25.01
25.37,0.24,26.27,24.95
25.38,0.29,26.45,24.98
25.35,0.28,26.33,24.98
25.34,0.28,26.26,24.94
25.29,0.24,26.08,24.92
25.27,0.23,26.01,24.91
25.27,0.21,26.04,24.93
25.26,0.22,26.13,24.91
25.26,0.23,26.13,24.92
25.26,0.24,26.2,24.92
25.27,0.23,26.14,24.93
25.25,0.23,26.13,24.92
25.24,0.25,26.25,24.9
25.26,0.26,26.26,24.89
25.29,0.29,26.41,24.95
25.32,0.28,26.42,24.98
25.3,0.27,26.27,24.96
25.32,0.29,26.29,24.98
25.33,0.29,26.32,25.0
25.33,0.26,26.24,24.98
25.34,0.26,26.29,24.98
25.34,0.25,26.19,24.99
25.37,0.24,26.13,25.04
25.37,0.22,26.07,25.0
25.39,0.22,26.04,25.05
25.39,0.2,26.0,25.07
25.4,0.2,25.99,25.1
25.4,0.18,25.95,25.12
25.42,0.17,25.93,25.13
25.42,0.17,25.98,25.14
25.44,0.22,26.25,25.13
25.5,0.28,26.5,25.14
25.49,0.34,26.69,25.1
25.49,0.38,26.83,25.07
25.52,0.44,26.9,25.06
25.57,0.5,26.95,25.07
25.59,0.49,26.97,25.09
25.6,0.52,26.97,25.08
25.62,0.49,26.96,25.1
25.49,0.34,26.41,25.07
25.41,0.23,26.07,25.09
25.4,0.16,25.85,25.08
25.37,0.12,25.7,25.1
25.37,0.09,25.62,25.13
25.36,0.08,25.69,25.16
25.38,0.09,25.76,25.15
25.38,0.1,25.75,25.16
25.37,0.09,25.7,25.19
25.36,0.08,25.66,25.19
25.35,0.08,25.67,25.16
25.34,0.07,25.61,25.17
25.32,0.07,25.57,25.12
25.32,0.07,25.56,25.16
25.3,0.07,25.52,25.13
25.29,0.07,25.51,25.13
25.25,0.07,25.46,25.08
25.25,0.07,25.46,25.08
25.22,0.06,25.4,25.05
25.26,0.06,25.48,25.08
25.25,0.07,25.45,25.07
25.3,0.07,25.51,25.12
25.32,0.07,25.53,25.12
25.33,0.07,25.53,25.12
25.31,0.07,25.5,25.12
25.31,0.07,25.55,25.13
25.31,0.07,25.54,25.12
25.32,0.07,25.52,25.11
25.36,0.08,25.69,25.15
25.41,0.11,25.75,25.09
25.47,0.15,26.06,25.15
25.53,0.26,26.4,25.13
25.59,0.32,26.8,25.1
