"2025-04-08 17:25:00",38638,0.07542419,0.04272461,0.05707932,25.97955
"2025-04-08 17:25:00.05",38639,0.07118416,0.036726,0.06227875,25.99507
"2025-04-08 17:25:00.1",38640,0.06592369,0.03278351,0.06745338,26.02522
"2025-04-08 17:25:00.15",38641,0.06917953,0.03548622,0.06282425,25.97353
"2025-04-08 17:25:00.2",38642,0.06502724,0.03145599,0.06748962,25.994
"2025-04-08 17:25:00.25",38643,0.0645752,0.02801514,0.0654068,26.02711
"2025-04-08 17:25:00.3",38644,0.06097031,0.0309639,0.06617737,26.00327
"2025-04-08 17:25:00.35",38645,0.06200409,0.03530884,0.06883621,26.00381
"2025-04-08 17:25:00.4",38646,0.05763817,0.02993774,0.06654549,26.02594
"2025-04-08 17:25:00.45",38647,0.05463219,0.02922249,0.06633759,26.0253
"2025-04-08 17:25:00.5",38648,0.05677795,0.02874184,0.06518364,26.00169
"2025-04-08 17:25:00.55",38649,0.05656433,0.02839088,0.06347275,26.02323
"2025-04-08 17:25:00.6",38650,0.05753708,0.02856636,0.06101608,26.00243
"2025-04-08 17:25:00.65",38651,0.0526123,0.02854729,0.05672836,26.01358
"2025-04-08 17:25:00.7",38652,0.05745316,0.02655792,0.05856514,26.06271
"2025-04-08 17:25:00.75",38653,0.05795479,0.02485847,0.06057549,26.09386
"2025-04-08 17:25:00.8",38654,0.05951309,0.02679825,0.06171417,26.0614
"2025-04-08 17:25:00.85",38655,0.06489182,0.0293541,0.0641861,26.0853
"2025-04-08 17:25:00.9",38656,0.06305885,0.02978706,0.06256104,26.12133
"2025-04-08 17:25:00.95",38657,0.05822182,0.02481079,0.0623951,26.07728
"2025-04-08 17:25:01",38658,0.06303024,0.02765083,0.06176376,26.05854
"2025-04-08 17:25:01.05",38659,0.06369591,0.02741051,0.06055832,26.09747
"2025-04-08 17:25:01.1",38660,0.06761742,0.03409767,0.06400871,26.06584
"2025-04-08 17:25:01.15",38661,0.06337166,0.03076935,0.06117821,26.09592
"2025-04-08 17:25:01.2",38662,0.06880188,0.03441048,0.06237793,26.0788
"2025-04-08 17:25:01.25",38663,0.06443977,0.03023911,0.0587635,26.06681
"2025-04-08 17:25:01.3",38664,0.07217407,0.03035355,0.06162834,26.12053
"2025-04-08 17:25:01.35",38665,0.07407761,0.0317173,0.05692101,26.09097
"2025-04-08 17:25:01.4",38666,0.0794754,0.0313282,0.05243683,26.09207
"2025-04-08 17:25:01.45",38667,0.07794189,0.03121948,0.05805016,26.09211
"2025-04-08 17:25:01.5",38668,0.08107567,0.03146744,0.05527496,26.09361
"2025-04-08 17:25:01.55",38669,0.08068657,0.03102493,0.05486298,26.09259
"2025-04-08 17:25:01.6",38670,0.08138847,0.03202438,0.05367661,26.1068
"2025-04-08 17:25:01.65",38671,0.0871067,0.03587151,0.06145668,26.0761
"2025-04-08 17:25:01.7",38672,0.08218193,0.03276634,0.06182671,26.11861
"2025-04-08 17:25:01.75",38673,0.08381271,0.03634834,0.05890846,26.12566
"2025-04-08 17:25:01.8",38674,0.08195305,0.03115273,0.05701828,26.13944
"2025-04-08 17:25:01.85",38675,0.07747269,0.03159332,0.05326462,26.1599
"2025-04-08 17:25:01.9",38676,0.08310318,0.03507996,0.05699921,26.14613
"2025-04-08 17:25:01.95",38677,0.07956886,0.03384018,0.05307961,26.16034
"2025-04-08 17:25:02",38678,0.07826042,0.0367794,0.05550194,26.14901
"2025-04-08 17:25:02.05",38679,0.0765419,0.03752518,0.05554962,26.10485
"2025-04-08 17:25:02.1",38680,0.07890892,0.04774094,0.05409431,26.0994
"2025-04-08 17:25:02.15",38681,0.07310677,0.04790688,0.05530739,26.14499
"2025-04-08 17:25:02.2",38682,0.07626915,0.05238724,0.05662537,26.15199
"2025-04-08 17:25:02.25",38683,0.07380486,0.04898453,0.05125427,26.15379
"2025-04-08 17:25:02.3",38684,0.07464409,0.04929924,0.05033302,26.12386
"2025-04-08 17:25:02.35",38685,0.07243156,0.04931641,0.05064583,26.1041
"2025-04-08 17:25:02.4",38686,0.07369423,0.05093002,0.05118561,26.14902
"2025-04-08 17:25:02.45",38687,0.07026863,0.04818153,0.05653572,26.14809
"2025-04-08 17:25:02.5",38688,0.07081604,0.04844284,0.05403519,26.14742
"2025-04-08 17:25:02.55",38689,0.06893349,0.0513382,0.05722237,26.15182
"2025-04-08 17:25:02.6",38690,0.0665741,0.04788017,0.06230164,26.18878
"2025-04-08 17:25:02.65",38691,0.06855965,0.0501976,0.06851768,26.17301
"2025-04-08 17:25:02.7",38692,0.0625248,0.03289795,0.07475281,26.22311
"2025-04-08 17:25:02.75",38693,0.06282616,0.03648758,0.07627487,26.17278
